Time,53113/Operation Mode,53113/Occ Cooling Setpoint,53113/Occ Heating Setpoint,53113/Occupancy Mode,53113/Cooling & Heating Setpoint Tracking Mode,53113/Fan Speed
0,1,76,,1,0,
1,1,76,,1,0,
2,1,76,,1,0,
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,,,,,,
13,,,,,,
14,,,,,,
15,,,,,,
16,,,,,,
17,,,,,,
18,,,,,,
19,,,,,,
20,,,,,,
21,,,,,,
22,,,,,,
23,,,,,,

